known_file,known_file_name,track_slug,year,driver_slug,photographer_slug,credit_type,sequence,ahash,phash,dhash,whash
C:\Users\schaf\racing-museum\public\photos\141-speedway_2015_kelsy-hayes_dave-panske_photo_001.jpg,141-speedway_2015_kelsy-hayes_dave-panske_photo_001.jpg,141-speedway,2015,kelsy-hayes,dave-panske,photo,001,1f7f382000009fff,810fbc3c0a5f473e,78f0c0d1c9d634a0,1f7f382801009fff
C:\Users\schaf\racing-museum\public\photos\141-speedway_2015_mike-mullen_unknown-photographer_photo_001.jpg,141-speedway_2015_mike-mullen_unknown-photographer_photo_001.jpg,141-speedway,2015,mike-mullen,unknown-photographer,photo,001,c0e0c8fefaf3c342,e15372ee8c321b4d,848a98b0e2229696,c0e0c87efaf3c342
C:\Users\schaf\racing-museum\public\photos\141-speedway_2015_rm-van-pay_dave-panske_photo_001.jpg,141-speedway_2015_rm-van-pay_dave-panske_photo_001.jpg,141-speedway,2015,rm-van-pay,dave-panske,photo,001,000e06343cfcffff,9415b96a4367627e,3ef4f4e4e0e5e2f8,000e04143cfcffff
C:\Users\schaf\racing-museum\public\photos\141-speedway_2024_aj-springborn_unknown-photographer_photo_001.jpg,141-speedway_2024_aj-springborn_unknown-photographer_photo_001.jpg,141-speedway,2024,aj-springborn,unknown-photographer,photo,001,1f0f0f87c0e8ffff,90178b78749f4b66,fefefb1c8491f9bc,0f0f0306c0c0ffff
C:\Users\schaf\racing-museum\public\photos\141-speedway_2024_devin-yaeger_dan-lewis_photo_113.jpg,141-speedway_2024_devin-yaeger_dan-lewis_photo_113.jpg,141-speedway,2024,devin-yaeger,dan-lewis,photo,113,feffffc70111c03c,ecd3d12e32f18c86,8000941f6f3383e8,feffffc301016020
C:\Users\schaf\racing-museum\public\photos\141-speedway_2025_benji-lacrosse_dan-lewis_photo_001.jpg,141-speedway_2025_benji-lacrosse_dan-lewis_photo_001.jpg,141-speedway,2025,benji-lacrosse,dan-lewis,photo,001,c080ffff071f1800,bce27a3466ca8d86,251e7323ce323145,c0c0ffff071f1c01
C:\Users\schaf\racing-museum\public\photos\141-speedway_2025_chris-lowenhagen_derek-sabourin_photo_001.jpg,141-speedway_2025_chris-lowenhagen_derek-sabourin_photo_001.jpg,141-speedway,2025,chris-lowenhagen,derek-sabourin,photo,001,fffc84c068080070,f0f0ce99c0f43687,10912d96d25890a0,fffcc5c268880c78
C:\Users\schaf\racing-museum\public\photos\141-speedway_2025_johnny-whitman_dan-lewis_photo_001.jpg,141-speedway_2025_johnny-whitman_dan-lewis_photo_001.jpg,141-speedway,2025,johnny-whitman,dan-lewis,photo,001,0000fe6e7fdedfff,d1672e28a492d5ed,6c09549c9690b9d4,0000ee6e5258dfff
C:\Users\schaf\racing-museum\public\photos\141-speedway_2026_aiden-gretz_throttle-shots-photography_photo_112.jpg,141-speedway_2026_aiden-gretz_throttle-shots-photography_photo_112.jpg,141-speedway,2026,aiden-gretz,throttle-shots-photography,photo,112,ffff80023b083800,ddf0e28b85345ac9,b8a020e6e27154e0,ffff80063f08be00
C:\Users\schaf\racing-museum\public\photos\141-speedway_2026_alex-crapser_full-throttle-photography_photo_001.jpg,141-speedway_2026_alex-crapser_full-throttle-photography_photo_001.jpg,141-speedway,2026,alex-crapser,full-throttle-photography,photo,001,14bf0cfffb000000,dda6065deda2121d,6478dc8f5278a8e0,1cbf7fffbf000000
C:\Users\schaf\racing-museum\public\photos\141-speedway_2026_cody-schroeder_throttle-shots-photography_photo_111.jpg,141-speedway_2026_cody-schroeder_throttle-shots-photography_photo_111.jpg,141-speedway,2026,cody-schroeder,throttle-shots-photography,photo,111,fffbfb71e4c0c300,e08d9d72129d5b96,fcf2f2c58c871ee0,fffb7a71e4c0c000
C:\Users\schaf\racing-museum\public\photos\141-speedway_2026_gage-seehafer_throttle-shots-photography_photo_111.jpg,141-speedway_2026_gage-seehafer_throttle-shots-photography_photo_111.jpg,141-speedway,2026,gage-seehafer,throttle-shots-photography,photo,111,fffff7000000ffff,bcacb53918e466e2,323247b2313790b0,fffff7000000c0fe
C:\Users\schaf\racing-museum\public\photos\141-speedway_2026_shane-bahr_throttle-shots-photography_photo_111.jpg,141-speedway_2026_shane-bahr_throttle-shots-photography_photo_111.jpg,141-speedway,2026,shane-bahr,throttle-shots-photography,photo,111,7f3e3e48827e3c00,90808ebe79c9973e,f8e4cc921ee8f0f0,7f3e7e48827e3c00
C:\Users\schaf\racing-museum\public\photos\141-speedway_unknown-year_al-goetsch_joe-slack_photo_001.jpg,141-speedway_unknown-year_al-goetsch_joe-slack_photo_001.jpg,141-speedway,unknown-year,al-goetsch,joe-slack,photo,001,0000000e7e7cffff,913f6e40953eeac1,1717013cf8a12496,0000000e7e7fffff
C:\Users\schaf\racing-museum\public\photos\141-speedway_unknown-year_al-goetsch_unknown-photographer_photo_001.jpg,141-speedway_unknown-year_al-goetsch_unknown-photographer_photo_001.jpg,141-speedway,unknown-year,al-goetsch,unknown-photographer,photo,001,00000040f07effff,d06abf94c863974c,d020dc93a4dc1870,000000e0f8ffffff
C:\Users\schaf\racing-museum\public\photos\141-speedway_unknown-year_al-goetsch_unknown-photographer_photo_002.jpg,141-speedway_unknown-year_al-goetsch_unknown-photographer_photo_002.jpg,141-speedway,unknown-year,al-goetsch,unknown-photographer,photo,002,000000ffc183ffff,ed42d23dc0d63d49,468be2e4133f6523,000000ffd983ffff
C:\Users\schaf\racing-museum\public\photos\141-speedway_unknown-year_al-gouleke_joe-verdegan_post_001.jpg,141-speedway_unknown-year_al-gouleke_joe-verdegan_post_001.jpg,141-speedway,unknown-year,al-gouleke,joe-verdegan,post,001,ffffd8081a000000,ddd4a2ad9553486c,64a430d876331941,fffffc6cba100000
C:\Users\schaf\racing-museum\public\photos\141-speedway_unknown-year_al-gouleke_unknown-photographer_photo_001.jpg,141-speedway_unknown-year_al-gouleke_unknown-photographer_photo_001.jpg,141-speedway,unknown-year,al-gouleke,unknown-photographer,photo,001,ffff0011c0000007,b8c193f2c2c75d68,8c8e33672f2f377f,ffff0937c100011f
C:\Users\schaf\racing-museum\public\photos\141-speedway_unknown-year_badger-stock-tour_unknown-photographer_photo_001.jpg,141-speedway_unknown-year_badger-stock-tour_unknown-photographer_photo_001.jpg,141-speedway,unknown-year,badger-stock-tour,unknown-photographer,photo,001,fffee30100000307,a5c3964e1d2bab2a,fea4cfcb26e78f1e,fffe6368f000030f
C:\Users\schaf\racing-museum\public\photos\141-speedway_unknown-year_ben-kroll_joe-slack_photo_001.jpg,141-speedway_unknown-year_ben-kroll_joe-slack_photo_001.jpg,141-speedway,unknown-year,ben-kroll,joe-slack,photo,001,ffff7f727040011f,80d7bf6ac525ca1a,e03ed9c680959ff8,fcff7f707040001e
C:\Users\schaf\racing-museum\public\photos\141-speedway_unknown-year_ben-pritzl_dennis-satorius_post_001.jpg,141-speedway_unknown-year_ben-pritzl_dennis-satorius_post_001.jpg,141-speedway,unknown-year,ben-pritzl,dennis-satorius,post,001,ffffffa03c000020,c5a0ac58d67de986,82c2ca40d4d066c0,ffffff803c000070
C:\Users\schaf\racing-museum\public\photos\141-speedway_unknown-year_bennett_unknown-photographer_photo_002.jpg,141-speedway_unknown-year_bennett_unknown-photographer_photo_002.jpg,141-speedway,unknown-year,bennett,unknown-photographer,photo,002,00203076feff3b00,c54e3bb1722dc478,5b43e4e49c8af2d8,00203037feff3f68
C:\Users\schaf\racing-museum\public\photos\141-speedway_unknown-year_bill-drumm_joe-verdegan_post_001.jpg,141-speedway_unknown-year_bill-drumm_joe-verdegan_post_001.jpg,141-speedway,unknown-year,bill-drumm,joe-verdegan,post,001,000000a1bc7effff,c96760ccf9a7c099,0325d30371f0c090,000000e9bc7effff
C:\Users\schaf\racing-museum\public\photos\141-speedway_unknown-year_bill-fitzgerald_joe-verdegan_post_001.jpg,141-speedway_unknown-year_bill-fitzgerald_joe-verdegan_post_001.jpg,141-speedway,unknown-year,bill-fitzgerald,joe-verdegan,post,001,000033471f3f77c0,842b7bd478a18f8d,1b37c797b4e4c608,00003b477f3f77e4
C:\Users\schaf\racing-museum\public\photos\141-speedway_unknown-year_bill-gast_joe-slack_photo_001.jpg,141-speedway_unknown-year_bill-gast_joe-slack_photo_001.jpg,141-speedway,unknown-year,bill-gast,joe-slack,photo,001,fff747010001ffff,e840951f4bbc3dd1,e4cdbea3913f3ec8,7ee746000001ffff
C:\Users\schaf\racing-museum\public\photos\141-speedway_unknown-year_bill-johnson-jr_joe-slack_photo_001.jpg,141-speedway_unknown-year_bill-johnson-jr_joe-slack_photo_001.jpg,141-speedway,unknown-year,bill-johnson-jr,joe-slack,photo,001,00000c0c3c3cffff,9a33654cd9739392,260d591970608012,00000cfc3c3cffff
C:\Users\schaf\racing-museum\public\photos\141-speedway_unknown-year_bob-campbell_unknown-photographer_photo_001.jpg,141-speedway_unknown-year_bob-campbell_unknown-photographer_photo_001.jpg,141-speedway,unknown-year,bob-campbell,unknown-photographer,photo,001,fc10b83e78001fff,de4eaa43c09c7bc1,61603074c87b3cda,fc10f81e68001fff
C:\Users\schaf\racing-museum\public\photos\141-speedway_unknown-year_bob-czarapata_joe-slack_post_001.jpg,141-speedway_unknown-year_bob-czarapata_joe-slack_post_001.jpg,141-speedway,unknown-year,bob-czarapata,joe-slack,post,001,636b18d8c0e0e0c3,e085a363354f175e,4e9334228589010e,a76b9ef8c0e0e0c3
C:\Users\schaf\racing-museum\public\photos\141-speedway_unknown-year_bobby-weiss_unknown-photographer_photo_002.jpg,141-speedway_unknown-year_bobby-weiss_unknown-photographer_photo_002.jpg,141-speedway,unknown-year,bobby-weiss,unknown-photographer,photo,002,0002c0381e7fffff,d431be230fc8e33c,b1bca4e0fcd0b464,0000c0381e7fffff
C:\Users\schaf\racing-museum\public\photos\141-speedway_unknown-year_brandon-schmitt_dan-lewis_photo_001.jpg,141-speedway_unknown-year_brandon-schmitt_dan-lewis_photo_001.jpg,141-speedway,unknown-year,brandon-schmitt,dan-lewis,photo,001,0000fff36fc40005,e0cd5c1287ecd31b,d01802e6c989271d,0080fff76fe400cf
C:\Users\schaf\racing-museum\public\photos\141-speedway_unknown-year_brian-reif_joe-slack_photo_001.jpg,141-speedway_unknown-year_brian-reif_joe-slack_photo_001.jpg,141-speedway,unknown-year,brian-reif,joe-slack,photo,001,08002020fe7f3ff3,93792c9b6403cc77,193946c95cf168a6,88002020fe7f3fff
C:\Users\schaf\racing-museum\public\photos\141-speedway_unknown-year_bruce-belland_joe-slack_photo_111.jpg,141-speedway_unknown-year_bruce-belland_joe-slack_photo_111.jpg,141-speedway,unknown-year,bruce-belland,joe-slack,photo,111,ffdd0c0000013fbf,dcd0d9ed6594c186,3031bcb427a36373,ffdf0c0000013fff
C:\Users\schaf\racing-museum\public\photos\141-speedway_unknown-year_bruce-conard_joe-slack_photo_001.jpg,141-speedway_unknown-year_bruce-conard_joe-slack_photo_001.jpg,141-speedway,unknown-year,bruce-conard,joe-slack,photo,001,000000713d1fffff,8a77f51aaa45718a,1529cde3e1d1e1f3,000000713f3fffff
C:\Users\schaf\racing-museum\public\photos\141-speedway_unknown-year_bruce-conard_unknown-photographer_photo_001.jpg,141-speedway_unknown-year_bruce-conard_unknown-photographer_photo_001.jpg,141-speedway,unknown-year,bruce-conard,unknown-photographer,photo,001,3cf078ee83018101,bdc44e2eb193196c,6464b09836333b77,fef878ef83018183
C:\Users\schaf\racing-museum\public\photos\141-speedway_unknown-year_bryce-spoehr_joe-slack_photo_001.jpg,141-speedway_unknown-year_bryce-spoehr_joe-slack_photo_001.jpg,141-speedway,unknown-year,bryce-spoehr,joe-slack,photo,001,c000f8ffff81fffd,fa607028ccf1f8ce,8565015062194129,c000f0ffff01b9c9
C:\Users\schaf\racing-museum\public\photos\141-speedway_unknown-year_butch-behrendt_dennis-satorius_post_001.jpg,141-speedway_unknown-year_butch-behrendt_dennis-satorius_post_001.jpg,141-speedway,unknown-year,butch-behrendt,dennis-satorius,post,001,fffded103c0000ff,db99b1598c2632c7,9311092170d16198,fffdcc083c0000ff
C:\Users\schaf\racing-museum\public\photos\141-speedway_unknown-year_butch-haase_unknown-photographer_photo_001.jpg,141-speedway_unknown-year_butch-haase_unknown-photographer_photo_001.jpg,141-speedway,unknown-year,butch-haase,unknown-photographer,photo,001,0000000fff02ffff,b579da42873d2586,7f093a4aead67cfc,0000028eff46ffff
C:\Users\schaf\racing-museum\public\photos\141-speedway_unknown-year_butch-wondra_joe-slack_photo_001.jpg,141-speedway_unknown-year_butch-wondra_joe-slack_photo_001.jpg,141-speedway,unknown-year,butch-wondra,joe-slack,photo,001,0000004cececffff,d22c2dd3e618f266,0d479999cd989a8c,000000ecfcecffff
C:\Users\schaf\racing-museum\public\photos\141-speedway_unknown-year_checkered-flag_joe-slack_photo_001.jpg,141-speedway_unknown-year_checkered-flag_joe-slack_photo_001.jpg,141-speedway,unknown-year,checkered-flag,joe-slack,photo,001,0000000814fefeff,d63be91434cb2e64,2e192968a4e4c0c0,0000002cd6ffffff
C:\Users\schaf\racing-museum\public\photos\141-speedway_unknown-year_chris-price_unknown-photographer_photo_001.jpg,141-speedway_unknown-year_chris-price_unknown-photographer_photo_001.jpg,141-speedway,unknown-year,chris-price,unknown-photographer,photo,001,000000f81e7fffff,923de112dce9139e,fa5d295235c9a3c0,000000ec1e7fffff
C:\Users\schaf\racing-museum\public\photos\141-speedway_unknown-year_chuck-grall_joe-slack_photo_001.jpg,141-speedway_unknown-year_chuck-grall_joe-slack_photo_001.jpg,141-speedway,unknown-year,chuck-grall,joe-slack,photo,001,f8f8fcf83c3c10c0,d7ea6d12f14c9152,4060604058f0e096,f8f8fcf82c3e00e0
C:\Users\schaf\racing-museum\public\photos\141-speedway_unknown-year_chuck-grall_joe-slack_photo_002.jpg,141-speedway_unknown-year_chuck-grall_joe-slack_photo_002.jpg,141-speedway,unknown-year,chuck-grall,joe-slack,photo,002,f8f8fcf87c3c10c0,d7ee6c94712cd130,40606040d8f0e090,f8f8fcf82c3e00e0
C:\Users\schaf\racing-museum\public\photos\141-speedway_unknown-year_chuck-grall_joe-verdegan_post_001.jpg,141-speedway_unknown-year_chuck-grall_joe-verdegan_post_001.jpg,141-speedway,unknown-year,chuck-grall,joe-verdegan,post,001,e08000bffbc983ff,ff66b2e8c431c246,05175f72661b1f7c,e08000bbf3cb83ff
C:\Users\schaf\racing-museum\public\photos\141-speedway_unknown-year_chuck-tuschl_joe-slack_photo_001.jpg,141-speedway_unknown-year_chuck-tuschl_joe-slack_photo_001.jpg,141-speedway,unknown-year,chuck-tuschl,joe-slack,photo,001,90c08877ffc00043,e2ca587ca70e78c3,212119efce273f97,b8c0fd77ffc00043
C:\Users\schaf\racing-museum\public\photos\141-speedway_unknown-year_crash_joe-slack_photo_001.jpg,141-speedway_unknown-year_crash_joe-slack_photo_001.jpg,141-speedway,unknown-year,crash,joe-slack,photo,001,0000003edffeffff,ff24237d80930e7c,2a226f5c14504818,0000002ed7fcffff
C:\Users\schaf\racing-museum\public\photos\141-speedway_unknown-year_dall-hall_joe-verdegan_post_001.jpg,141-speedway_unknown-year_dall-hall_joe-verdegan_post_001.jpg,141-speedway,unknown-year,dall-hall,joe-verdegan,post,001,ffff80c011021cc0,dee1d18fe0117e12,0b640497ab2a7409,ffffc0c131021ee0
C:\Users\schaf\racing-museum\public\photos\141-speedway_unknown-year_dan-gracyalny_joe-slack_photo_001.jpg,141-speedway_unknown-year_dan-gracyalny_joe-slack_photo_001.jpg,141-speedway,unknown-year,dan-gracyalny,joe-slack,photo,001,fe7f78203e0800fe,81c0fc2cf47adac9,8cd8c8ccc2f95708,fe7f78203e0800fe
C:\Users\schaf\racing-museum\public\photos\141-speedway_unknown-year_dan-peterman_joe-slack_photo_001.jpg,141-speedway_unknown-year_dan-peterman_joe-slack_photo_001.jpg,141-speedway,unknown-year,dan-peterman,joe-slack,photo,001,0000fffd7c3fffff,c2783546f0fce5d0,0058f069e1636094,00007c787c34bfff
C:\Users\schaf\racing-museum\public\photos\141-speedway_unknown-year_dan-peterman_joe-verdegan_post_001.jpg,141-speedway_unknown-year_dan-peterman_joe-verdegan_post_001.jpg,141-speedway,unknown-year,dan-peterman,joe-verdegan,post,001,0080c088c8fbffff,f837a6281917b764,0f0d0d1993330510,0080c088d8fbffff
C:\Users\schaf\racing-museum\public\photos\141-speedway_unknown-year_darrell-massart_joe-slack_photo_001.jpg,141-speedway_unknown-year_darrell-massart_joe-slack_photo_001.jpg,141-speedway,unknown-year,darrell-massart,joe-slack,photo,001,00c0ff7f1e000063,95de636c858326cd,2208f0dc7664db97,00ccffff1e0045e3
C:\Users\schaf\racing-museum\public\photos\141-speedway_unknown-year_daryl-gerke_joe-slack_photo_001.jpg,141-speedway_unknown-year_daryl-gerke_joe-slack_photo_001.jpg,141-speedway,unknown-year,daryl-gerke,joe-slack,photo,001,ffffff00408d01fe,fcc48b38457b94a6,fcdf24a2a6393bc6,ffffff00008100be
C:\Users\schaf\racing-museum\public\photos\141-speedway_unknown-year_dave-deicher_unknown-photographer_photo_001.jpg,141-speedway_unknown-year_dave-deicher_unknown-photographer_photo_001.jpg,141-speedway,unknown-year,dave-deicher,unknown-photographer,photo,001,00000078fefeffff,d12e2ef1c50e7a31,e9c861f09298d0d0,00000078fefcfeff
C:\Users\schaf\racing-museum\public\photos\141-speedway_unknown-year_dave-hall_joe-verdegan_post_001.jpg,141-speedway_unknown-year_dave-hall_joe-verdegan_post_001.jpg,141-speedway,unknown-year,dave-hall,joe-verdegan,post,001,01c3ffb23ad8f000,eda32a1925c499e7,1707006672b2a22b,81c3fffe389af000
C:\Users\schaf\racing-museum\public\photos\141-speedway_unknown-year_dave-kraemer_dennis-satorius_post_001.jpg,141-speedway_unknown-year_dave-kraemer_dennis-satorius_post_001.jpg,141-speedway,unknown-year,dave-kraemer,dennis-satorius,post,001,c080c0df0383ffff,bc52c32d99d26707,0b1f009337076f1b,c08080df0383ffff
C:\Users\schaf\racing-museum\public\photos\141-speedway_unknown-year_dave-verhagen_joe-slack_photo_001.jpg,141-speedway_unknown-year_dave-verhagen_joe-slack_photo_001.jpg,141-speedway,unknown-year,dave-verhagen,joe-slack,photo,001,feff3f0f018080fc,d780d56a8017bd4f,e0c06cd8430b0000,fcff3f0f008080fc
C:\Users\schaf\racing-museum\public\photos\141-speedway_unknown-year_dave-verhagen_joe-slack_photo_002.jpg,141-speedway_unknown-year_dave-verhagen_joe-slack_photo_002.jpg,141-speedway,unknown-year,dave-verhagen,joe-slack,photo,002,10fcd0f7fc30b7fe,ce50950fb0245ff9,e0c032a6096164d8,00f8d077f830b2fe
C:\Users\schaf\racing-museum\public\photos\141-speedway_unknown-year_dennis-dietzen_joe-slack_photo_001.jpg,141-speedway_unknown-year_dennis-dietzen_joe-slack_photo_001.jpg,141-speedway,unknown-year,dennis-dietzen,joe-slack,photo,001,0000020e7c1fffff,9525ea5ac335e54a,0925063ed95a38c0,0000020e7cbfffff
C:\Users\schaf\racing-museum\public\photos\141-speedway_unknown-year_denny-crass_joe-slack_photo_001.jpg,141-speedway_unknown-year_denny-crass_joe-slack_photo_001.jpg,141-speedway,unknown-year,denny-crass,joe-slack,photo,001,7cfcc0cf8181ffff,d051872fa991785f,e0e8949e3333cc28,307c40c78181fffe
C:\Users\schaf\racing-museum\public\photos\141-speedway_unknown-year_derek-rosek_joe-verdegan_post_001.jpg,141-speedway_unknown-year_derek-rosek_joe-verdegan_post_001.jpg,141-speedway,unknown-year,derek-rosek,joe-verdegan,post,001,b1b73fcf06021cfe,97a2ce3ef8d91504,656fcc993c7c7470,b0b73fcf06021c7c
C:\Users\schaf\racing-museum\public\photos\141-speedway_unknown-year_don-anderson_unknown-photographer_photo_001.jpg,141-speedway_unknown-year_don-anderson_unknown-photographer_photo_001.jpg,141-speedway,unknown-year,don-anderson,unknown-photographer,photo,001,ffdfdf6a00000000,b8b8ac4543c787ba,b6ba3b9210e22223,ffdfdf7f88004000
C:\Users\schaf\racing-museum\public\photos\141-speedway_unknown-year_don-hauser_joe-verdegan_post_001.jpg,141-speedway_unknown-year_don-hauser_joe-verdegan_post_001.jpg,141-speedway,unknown-year,don-hauser,joe-verdegan,post,001,f8fff0880220c800,dcd1c264597a6674,00f82632b6641161,f8fff2884a20fc30
C:\Users\schaf\racing-museum\public\photos\141-speedway_unknown-year_don-hauser_unknown-photographer_photo_001.jpg,141-speedway_unknown-year_don-hauser_unknown-photographer_photo_001.jpg,141-speedway,unknown-year,don-hauser,unknown-photographer,photo,001,ffffc82300000000,fcc58f78a4873a48,07021045a73d5f17,ffffffa740000081
C:\Users\schaf\racing-museum\public\photos\141-speedway_unknown-year_festus-lemmers_joe-verdegan_post_001.jpg,141-speedway_unknown-year_festus-lemmers_joe-verdegan_post_001.jpg,141-speedway,unknown-year,festus-lemmers,joe-verdegan,post,001,0000021899ffffff,9d36c34e18c9956d,706c7ab1356af2d8,000002189dffffff
C:\Users\schaf\racing-museum\public\photos\141-speedway_unknown-year_frank-calabrese_unknown-photographer_photo_001.jpg,141-speedway_unknown-year_frank-calabrese_unknown-photographer_photo_001.jpg,141-speedway,unknown-year,frank-calabrese,unknown-photographer,photo,001,fffe889800000000,d8d7f7a488ba2823,e080313193961ef6,fffe9cd90002031f
